分组ID,哈希类型,哈希值,文件数量,文件大小(字节),文件大小(可读),文件列表
MD5_3751,MD5,0c991c37bac82e6f7a0ab9eca772a0b6,2,2923,2.85 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ToolButton.qml
MD5_3637,MD5,22c200d36ae1792ed4b18310cb7742fc,2,342808,334.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\qtquickcontrolsplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\qtquickcontrolsplugin.dll
MD5_95,MD5,86829e93350dee0484bc06b5513195ce,2,92160,90.00 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\02-需求阶段\卷包需求\月底盘存\甲工段盘存表-2024.07.xls; svn\滕烟数据汇聚中心项目\2-需求阶段\02-卷包车间\原始需求\月底盘存\甲工段盘存表-2024.07.xls
MD5_5555,MD5,6ed94612ecf0a84146810d2e6dbec747,2,32139,31.39 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Blocks.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\unicodedata\Blocks.py
SHA256_3814,SHA256,d7c67cec5ea3c04764b006e43ab52ece69ad9244febae8279f29b7262b128aca,2,4484,4.38 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\RadioButton.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\RadioButton.qml
SHA256_4506,SHA256,73163a4d6fb97fa775118349a7c6891ccff6970302988106e435ff9f5e40ebdc,2,5116,5.00 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\qml\DefaultWindowDecoration.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Dialogs\qml\DefaultWindowDecoration.qmlc
SHA256_3512,SHA256,d06da849c008079507f4951696c0c049d080cbcc05d757055d8c98ec23c810b8,2,112,112 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-up.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-up.png
MD5_2093,MD5,671b60d8cebf9388bc24de4c2606ca5b,2,2713,2.65 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\ocr\output\output_csv.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\ocr\output\output_csv.py
SHA256_4062,SHA256,fa93702565f433661ec3cbf5b9a19a491f59ff92c6b3d45ae83c3fef44fba27e,2,3289,3.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Tumbler.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Tumbler.qml
MD5_2967,MD5,abb566e2db9f1f1865785537f3108b76,2,9913,9.68 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\location\plugins.qmltypes; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\location\plugins.qmltypes
SHA256_2730,SHA256,c3576b401801682a3712587359eb15f535eb647c3dc7c2a2b8aaba5c4e1de610,2,80428,78.54 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\TiffImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\TiffImagePlugin.py
SHA256_3092,SHA256,c89061970965982705ef4162e9c1edd795aeb8f844e9556d6b4aa27f743c7de8,2,9408,9.19 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\GaussianInnerShadow.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtGraphicalEffects\private\GaussianInnerShadow.qmlc
MD5_4035,MD5,869738000f1e92572eaa2cd8a9bc2aaf,2,3262,3.19 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\SwipeDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\SwipeDelegate.qml
SHA256_4396,SHA256,9a8f3eb2a14ec5517495f687402351fbbe2e06a04401d03d294e2544913b62f4,2,147,147 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\textfield-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\textfield-icon16.png
MD5_5481,MD5,0b9f3a07d52fe2834d8380ca31810e6f,2,11592,11.32 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_p_o_s_t.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_p_o_s_t.py
SHA256_4338,SHA256,33a57b2b210e4000c73200eb62eae4e3fdb53e752f2fc8cee5032c2967d2bdc5,2,482,482 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\radiobutton-icon@2x.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\radiobutton-icon@2x.png
MD5_2019,MD5,8be632e9fb35eaccc07aee28c8d83eef,2,4301,4.20 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\image_controller\screenshot_controller.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\image_controller\screenshot_controller.py
SHA256_2138,SHA256,855108492afe9d91ce57ba217661525694ce119e6ea35eef3342662400d250df,2,769,769 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\ocr\tbpu\parser_multi_line.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\ocr\tbpu\parser_multi_line.py
SHA256_3982,SHA256,6085f068214bfb06c453f1b671576ac585072a02638d871e212b7ffcbfceb3e2,2,3206,3.13 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\ToolTip.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\ToolTip.qml
SHA256_2482,SHA256,504a96aea050917f5a8e5d38a1cf3342a7fc83d07ec259399cbe3dede7c0460f,2,1635,1.60 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\Menu_.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\Menu_.qml
SHA256_4312,SHA256,a1104b7c497367b054ea7bb7b13042abcf6e2701b5b4fd2d32e4f0c288c61c8b,2,148,148 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\page-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\page-icon16.png
MD5_5119,MD5,cb3f18ca9b4008fde37035ee8909dedc,2,6529,6.38 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\pointInsidePen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\pointInsidePen.py
SHA256_5254,SHA256,e8f227c1af154be669baf08dc7ab2f73d18ba9a055599a964bf705a80f452b9e,2,5524,5.39 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\F__e_a_t.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\F__e_a_t.py
SHA256_3960,SHA256,df48a6406527fd52342cbd00d50d4f749d023086a01814ea8fc6c550a2fc53e3,2,2830,2.76 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwipeView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwipeView.qml
SHA256_2684,SHA256,491f891a77b8c4d22b1d3735bca7446ee5bad6823e4c86abda820ff8c791ba22,2,2188,2.14 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\MpegImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\MpegImagePlugin.py
MD5_2319,MD5,8d921008bb33678fb16a687a639b48e7,2,836,836 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\icons\open_image.svg; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\icons\open_image.svg
SHA256_3642,SHA256,0f002b11f845ec2ba3fa8da40ceb5adda050e0de5f75b8f07c98aab44996e100,2,3493,3.41 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Dial.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Dial.qml
MD5_3937,MD5,517bc83a0059ab0501d89e95b479a244,2,4757,4.65 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\RangeSlider.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\RangeSlider.qml
SHA256_4224,SHA256,51ef11ed93e4113af431a459d83226a407f1458bc60172b48450d15d9d28d413,2,611608,597.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\qtquickcontrols2universalstyleplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\qtquickcontrols2universalstyleplugin.dll
SHA256_5140,SHA256,bc6ea09937b66d673e6c29f8f8b420bf57f5ea9eb6a0d589527f058974e5d043,2,2459,2.40 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\t2CharStringPen.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\t2CharStringPen.py
MD5_2053,MD5,72a9c9749b5d3ae2025c851e303ce950,2,13794,13.47 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\mission\mission_doc.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\mission\mission_doc.py
MD5_4895,MD5,badbdeae5f76df6f0a32a8b73fe19029,2,665,665 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\feaLib\error.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\feaLib\error.py
MD5_3965,MD5,2ec9174d585aa4f418a831edb97c0b9c,2,3330,3.25 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwitchIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Material\SwitchIndicator.qml
SHA256_2592,SHA256,9e0124d7a2e3cf62b57fe273f8a0a89f200b1b157315c553129596d7e563560c,2,4745,4.63 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\FitsImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\FitsImagePlugin.py
SHA256_2334,SHA256,8069767f2725f1cacef74a7c5a08416404407128d0bd7d9401ab188a1271b044,2,400,400 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\images\icons\stop.svg; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\images\icons\stop.svg
SHA256_3358,SHA256,88cc52b50ec90fb8db6dd1cba81992f329ddf4e2e2438742b6f68c7ee5eef803,2,4455,4.35 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\BusyIndicatorStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\BusyIndicatorStyle.qml
SHA256_3716,SHA256,2fe72be9e3c38ba758bb496d5d5c3f47b001eaeab4716b7c82f00457135666e4,2,3290,3.21 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\ScrollBar.qml
MD5_3569,MD5,42d8b81469fa2ff2fb06ed45cd0aaeba,2,7648,7.47 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Switch.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Switch.qmlc
SHA256_3344,SHA256,c68315907beda1aff3c1eaa61d826c25f716498c9a1a3003cbf5d2779bcd080a,2,876,876 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackViewTransition.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackViewTransition.qmlc
SHA256_5324,SHA256,4749b7dd33f1601625c9dc26fa4f4a17037a5194d2671a64a810af2a6932f91e,2,93,93 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\V_V_A_R_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\V_V_A_R_.py
MD5_5301,MD5,b5cb316bdb4cc40629cf76a1a75db617,2,91,91 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_S_.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\T_S_I_S_.py
SHA256_2500,SHA256,95faebab6a4479fa44d6c4a4777edd8aadea7060d28ca843104d4bcfb3a3a45a,2,926,926 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\TextField_.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\TextField_.qml
MD5_4667,MD5,ec56fe517cead6a11ef01518b1537b01,2,29464,28.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Particles.2\particlesplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Particles.2\particlesplugin.dll
MD5_2701,MD5,4c833db4aa54fdd62668aabf8ec70d73,2,9220,9.00 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\PdfImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\PdfImagePlugin.py
MD5_5607,MD5,fb5187f80d3b1f18b6969086d385e621,2,11190,10.93 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatableHelpers.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\interpolatableHelpers.py
SHA256_2786,SHA256,4a912e800a0da8e09d991f9b02084f7f40167c1a4c7f38949d7909eb98d8e1d7,2,1748,1.71 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingft.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingft.pyi
MD5_4317,MD5,c23dcd49cbd59cd5cf1cce8c98bc457c,2,158,158 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\pageindicator-icon16.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\pageindicator-icon16.png
SHA256_4104,SHA256,5b42d3e817dffef20f3328bbb73f89e11e52f32c5359de999d898b09d7747ff6,2,2769,2.70 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\PageIndicator.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\PageIndicator.qml
MD5_5561,MD5,dbb63dc8df3d46083893b5f69f173581,2,101,101 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__main__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\__main__.py
MD5_4879,MD5,274ebd444389ea24d9eed1a281675d9c,2,4856,4.74 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\codecs.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\codecs.py
SHA256_2460,SHA256,e0e976e808c2fe53fa17464248838c22c1b2782f75652ba64a9c4108e5c4cb46,2,1693,1.65 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\IconButtonBar.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Widgets\IconButtonBar.qml
SHA256_4162,SHA256,8c3f4a1ad480b81934a91171c67d61651f39c87fdffef348045d492e6ead32b6,2,2919,2.85 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\ToolTip.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\ToolTip.qml
SHA256_590,SHA256,bf05302621607417356416fde3b64b5cd5a1ed9a09e6bf486e68722817bb2959,2,76502,74.71 B,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\标准规范参考\长沙卷烟厂\数据共享管理流程.vsdx; svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据共享管理流程.vsdx
MD5_2105,MD5,7b7e7e304107c933f3ede4e1f60d4781,2,1300,1.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\ocr\output\output_txt_individual.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\ocr\output\output_txt_individual.py
MD5_5157,MD5,8dda099979c8f24d7235d8e0d502e244,2,3838,3.75 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\qu2cu\cli.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\qu2cu\cli.py
MD5_5621,MD5,e56a5740cf8e59bea9acf0b05253e018,2,62517,61.05 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\merger.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\varLib\merger.py
SHA256_5544,SHA256,93d694123c2e87faf8e17c5cc80dec3341e5e693c36591fa6257d62e2cd3d735,2,1544,1.51 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\plistlib.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ufoLib\plistlib.py
MD5_4753,MD5,7188965c4f611353a6ba1e515d6f0cdf,2,29976,29.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick.2\qtquick2plugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick.2\qtquick2plugin.dll
MD5_2989,MD5,f6730e40f9ac0951398ade017e293c7a,2,127256,124.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\qmlmodels\labsmodelsplugin.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\Qt\labs\qmlmodels\labsmodelsplugin.dll
SHA256_2346,SHA256,26b9fe45badcd9150ea164a27a6a219b872dc58e25025b9b39b43f9e74298cec,2,2502,2.44 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\qt_res\qml\Configs\ConfigItemComp.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\qt_res\qml\Configs\ConfigItemComp.qml
SHA256_3294,SHA256,ab8e9dfa0958c61d64088e1796907941a018141b696332cda6c89be3519d098b,2,516,516 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\TextSingleton.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Private\TextSingleton.qmlc
MD5_4175,MD5,029323ee757a222e8df48e7ebf04bd93,2,3105,3.03 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSection.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSection.qml
MD5_4901,MD5,475209dac67ceeef7da8c85cd59def79,2,246,246 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\feaLib\location.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\feaLib\location.py
SHA256_4784,SHA256,aabc3cedf267396024cbc32e62d1c6f23538b5198895ee6bc2457b5b8bca5887,2,378675,369.80 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fitz\fitz.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fitz\fitz.py
SHA256_3334,SHA256,57151175aac70463274abccbcf3e57e08bd4cc6e7c4bd96e3646d03d7c50766e,2,43458,42.44 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\StackView.qml
MD5_3331,MD5,eba43a6e928aeefd452d2c01261819b3,2,29456,28.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\SplitView.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\SplitView.qmlc
MD5_4309,MD5,44b9792ae29e4b427fac96c8d12bcdf8,2,190,190 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\page-icon.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\images\page-icon.png
SHA256_2578,SHA256,b18dbc5c953f16ef94b1b3e902837e7cdeb715e9a6842322f2b5b929ff498a81,2,1829,1.79 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\BufrStubImagePlugin.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\BufrStubImagePlugin.py
MD5_2057,MD5,83bec061d22af8a49e8813c04e4cce68,2,11164,10.90 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\py_src\mission\mission_qrcode.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\py_src\mission\mission_qrcode.py
SHA256_10284,SHA256,06c140b1fed41cda8da272548f315909fca538f48ee2f60f2f62787838893885,2,36020,35.18 B,temp\apache-jmeter-5.6.3\docs\images\screenshots\changes\3.0\report_hits_per_second.png; temp\apache-jmeter-5.6.3\docs\images\screenshots\dashboard\report_hits_per_second.png
SHA256_4070,SHA256,5d949874d613c39f067e6c8aedced87c89041d812c82c8c9c99a940fbbbe6dd0,2,3231,3.16 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\CheckBox.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Universal\CheckBox.qml
MD5_3509,MD5,1480a736dfbba89ef423fb99829c8c30,2,99,99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-right.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\arrow-right.png
SHA256_3736,SHA256,7cdda7b0e360511c10d948a8a30bd8cac6d00426f77066416677659bd2ddd947,2,3754,3.67 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SwitchDelegate.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Fusion\SwitchDelegate.qml
SHA256_3538,SHA256,de0bd47828ab9c6929a5452d96b5c6ac13b99c0e3fcc159c885ec15a4cd3e2c7,2,2036,1.99 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\needle.png; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\images\needle.png
MD5_5489,MD5,8dde8daf0e18fdc1fbda984d426f6311,2,4257,4.16 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_v_h_e_a.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\ttLib\tables\_v_h_e_a.py
SHA256_3598,SHA256,7685e541b425eb8ffa3766e9b61c379508256fe483c27bbbb2c8ab92b1f7f818,2,11004,10.75 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qmlc; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\ToolBar.qmlc
SHA256_3482,SHA256,49ec038431e24c713f223054dbe5a9d8d4106d785f5ee2d108b5fc7103c4c0c6,2,10258,10.02 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ToggleButtonStyle.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls\Styles\Base\ToggleButtonStyle.qml
