文件名,完整路径,大小(字节),大小(可读),修改时间,是否目录,MD5哈希值,SHA256哈希值,扩展名,MIME类型
202501滕烟数据治理培训.pptx,svn\滕烟数据汇聚中心项目\6-实施阶段\培训材料\数据治理培训\202501滕烟数据治理培训.pptx,19249723,18.36 KB,2025-02-07 11:15:40,false,141d7819f1a63b44a2816a1a6391c2ce,e0db4244f77582708b91026853afe22ae5c932e02cc63fe868f87f0ee69066e4,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation
滕州卷烟厂数据治理宣贯交流V1.0.pdf,svn\滕烟数据汇聚中心项目\6-实施阶段\培训材料\领导培训材料\滕州卷烟厂数据治理宣贯交流V1.0.pdf,5261891,5.02 KB,2025-01-03 15:49:00,false,10d3b48097f5f5258bc698a9f8f0c1ff,7553b556e984ac28d30e5d16952fc25ecfad72157c93dc143bd403cfead142a8,pdf,application/pdf
从理性出发谈数智化转型实践与路径（滕烟）.pdf,svn\滕烟数据汇聚中心项目\6-实施阶段\培训材料\领导培训材料\从理性出发谈数智化转型实践与路径（滕烟）.pdf,15963904,15.22 KB,2025-01-03 15:49:06,false,5a366a387b8715f7f1dc11796323810d,7c6f6326905f5b1f9c3a2c4236a97a383bf1d97845c4921afd28ba844e7f7421,pdf,application/pdf
信息分类与编码规范.doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\信息分类与编码规范.doc,2825216,2.69 KB,2024-09-23 09:55:03,false,baa31ec567bf7d6741e5970b4bce783b,11c172ab25c0b4b58ebc459c7f51b8d6c3d4bc5d5efed8297c3143b23f986621,doc,application/msword
信息分类与编码规范.doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\信息分类与编码规范.doc,2849280,2.72 KB,2024-08-15 16:47:14,false,d735b49353195080748bb56830126cfb,5b1bf1a7aacbea874f54497e7516855a4fe5f3df6931baba18c658d011a6646b,doc,application/msword
元数据规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\元数据规范.docx,254190,248.23 B,2024-08-15 17:02:02,false,a182f640787f56569c23ee229ed60583,6c1b08a89063e84af4bc0ee2464841994fb3fbc3101411122dba8b060d3baf53,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据元规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据元规范.docx,192591,188.08 B,2024-08-15 16:55:22,false,50d8ca7e6bfe167badcc074a728ef5c1,6b46857c07fc206fba1c8076fcf29aedbd57bbea46688c3d61ef0ddd02fdee4c,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据分类分级规范.doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据分类分级规范.doc,198656,194.00 B,2024-12-25 11:14:59,false,c6baa919205f31ca74ecc701de22f889,4357fc11ebd54d3e4fe4cc428db4c505131332cfebdbc229e8c96b5e99348aca,doc,application/msword
数据建模规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据建模规范.docx,279697,273.14 B,2024-08-16 08:56:46,false,337a05c83009d9a89df6ec79719e8a98,9c2cb2380b3245775e91d3b84b2e15f8a2d51e0e01a270516eb074e4c6b3c0a1,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据指标规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据指标规范.docx,61588,60.14 B,2024-08-15 17:07:44,false,5d12a457a78295108eed5ac8ebbd1d1a,056d51edc7b5e64a4ff4d6b68034474e0b6d2eccff234bcdc43ab97f41596627,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据服务规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据服务规范.docx,109077,106.52 B,2024-08-16 09:15:50,false,07ca60b4efb88397364894206cf0a633,6e1516eb29ea88363f3cbb27045c0c51125f0ed4c5467de14501b1a88dafe9e6,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据标签规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据标签规范.docx,88722,86.64 B,2024-08-15 17:10:28,false,d306d694a7b7401ea175284bb8d77c0b,7a8830f3ef0e2e0705973884bb27b50caa43e15d82d0fb2190091e4838748511,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据质量规则规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据质量规则规范.docx,113379,110.72 B,2024-08-16 09:12:00,false,735d892d95518e1259096036fd736c06,45011b13747bca285a0dc35a7d543f2dd5b23dca9e3812ad3cede782a71687d8,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据采集技术规范.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据采集技术规范.docx,622211,607.63 B,2024-08-15 16:32:44,false,b008b93e3baa250335709885b0e22084,1e1a118360699991731593a3a837d55b2ce001d57f5ee933e9697364c11156af,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
关于印发《山东中烟工业有限责任公司工厂级数据治理策略及方法》的函[省工业公司信息中心][鲁烟工信函〔2024〕18号].doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\关于印发《山东中烟工业有限责任公司工厂级数据治理策略及方法》的函[省工业公司信息中心][鲁烟工信函〔2024〕18号].doc,1285632,1.23 KB,2024-04-01 08:25:52,false,77c2bf329a32fc6fc7058cf32152a3a2,c62475e3af96effe44b294e8873e7ed04c46147be8594cea7b0b3080901f6079,doc,application/msword
关于征求《烟草行业信息分类与编码》标准意见的通知[国家烟草专卖局信息中心][工作通知 2023 第 191 期].doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\关于征求《烟草行业信息分类与编码》标准意见的通知[国家烟草专卖局信息中心][工作通知 2023 第 191 期].doc,3993088,3.81 KB,2024-08-07 18:00:33,false,fa616ce3c9973f1a26f7c2aa969f07cd,72f86f8ba5444645fda454868e8098dcb5c1c5a4965a08195d645cdd884ee7db,doc,application/msword
数据分类分级规范.doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\数据分类分级规范.doc,198656,194.00 B,2025-02-26 13:53:38,false,c6baa919205f31ca74ecc701de22f889,4357fc11ebd54d3e4fe4cc428db4c505131332cfebdbc229e8c96b5e99348aca,doc,application/msword
数据管理规定.doc,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\数据管理规定.doc,847872,828.00 B,2024-11-20 17:37:41,false,085f03453aba3841e00d590d8082fb02,e85cc39c1a87dbd7b308a9abeb5902af48e83a39598d36ff7589ccc4d6a9f716,doc,application/msword
滕州卷烟厂数据元技术规范-V0.1.docx,svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\滕州卷烟厂数据元技术规范-V0.1.docx,342411,334.39 B,2025-01-03 09:02:11,false,a3f8c74ea99864a80298953d885557b3,dd3785bc0852aecc68be78351083ede663fb493204cb1b9dc83734809af1ee02,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
滕州卷烟厂数据治理宣贯培训.pptx,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\05-实施阶段\培训材料\领导培训材料\滕州卷烟厂数据治理宣贯培训.pptx,832002145,793.46 KB,2025-01-08 17:36:06,false,f85aa58efebc2e3ea2c6b935cb2b5f43,5e6c92dfea792e42b8f59e319894a339ba23e7687085adb6e7c898cd947b6298,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation
数据汇聚中心项目亮点0220.pptx,svn\滕烟数据汇聚中心项目\9-项目管理\周例会\数据汇聚中心项目亮点0220.pptx,3913433,3.73 KB,2025-02-14 16:16:06,false,507a6c8ecfc14cd9273765c32f32c636,6014d6c070ef0717e7ff12d2fa45226711eaaff7b2109217939cd2e568b260ae,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation
滕州卷烟厂数据治理宣贯培训.pptx,svn\滕烟数据汇聚中心项目\1-立项阶段\滕州卷烟厂数据治理宣贯培训.pptx,832002145,793.46 KB,2024-12-23 11:47:41,false,f85aa58efebc2e3ea2c6b935cb2b5f43,5e6c92dfea792e42b8f59e319894a339ba23e7687085adb6e7c898cd947b6298,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation
滕州卷烟厂数据治理宣贯培训.pptx,svn\滕烟数据汇聚中心项目\6-实施阶段\培训材料\领导培训材料\滕州卷烟厂数据治理宣贯培训.pptx,832002145,793.46 KB,2025-01-08 17:36:06,false,f85aa58efebc2e3ea2c6b935cb2b5f43,5e6c92dfea792e42b8f59e319894a339ba23e7687085adb6e7c898cd947b6298,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation
湖南中烟工业有限责任公司数字化转型规划设计及数智应用试点实施项目-投标文件-技术部分-202304全.docx,svn\长烟智能制造数据运营项目\01.项目启动\湖南中烟工业有限责任公司数字化转型规划设计及数智应用试点实施项目-投标文件-技术部分-202304全.docx,696786200,664.51 KB,2024-11-07 17:28:54,false,cba76e5eefe1aa7ac1cda020f7e81c30,3be70eaa179233d8de21f826c0649acdbc7425e9cab9200bd8241618b9d642e6,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
湖南中烟数智应用试点实施项目需求规格说明书（数据运营）V1.0.docx,svn\长烟智能制造数据运营项目\03.需求调研\06-需求规格说明书\湖南中烟数智应用试点实施项目需求规格说明书（数据运营）V1.0.docx,3477431,3.32 KB,2024-11-08 00:33:01,false,2d59deb5fe44c14c9ba701b3acc85bfc,f69a5ff9a73be2067e4d2d54ad1970a3ee9053e75b258650f5467ed340096a2b,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据仓库设计开发规范.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据仓库设计开发规范.docx,734172,716.96 B,2024-11-08 01:15:42,false,357d30db1273440818d833c0a2abe120,0b989a017dcc59601b2bae825cf0d58e9b8b5f79db42d4db6e97a2b15edbea74,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据共享管理流程.jpg,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据共享管理流程.jpg,89252,87.16 B,2024-11-08 01:15:42,false,032be3a5c29cea5cbac50065bb93f623,fedd9865096d1e612ce962ee59ca05817262273b56f9b12d7b43d874c4e23f7f,jpg,image/jpeg
数据共享管理流程.vsdx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据共享管理流程.vsdx,76502,74.71 B,2024-11-08 01:15:42,false,2eb25b20a03da9aa65e5227e793ee4b0,bf05302621607417356416fde3b64b5cd5a1ed9a09e6bf486e68722817bb2959,vsdx,application/vnd.ms-visio.drawing
长沙卷烟厂数据元技术标准-V1.7.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据元技术标准-V1.7.docx,343595,335.54 B,2024-11-08 01:15:36,false,1acd6ea494ed50a39ebf92c6412d2f4e,35238ab0df83aaac9b924f9dcb349e87d490f7a4c40a313245476948cb28dd9c,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂数据元技术标准-V1.8.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据元技术标准-V1.8.docx,348743,340.57 B,2024-12-11 17:38:15,false,35cae801b5e1bbd8e0ae5cc1f9ff60ba,6c3c4352daec95eba17928598d7d9f98a19e88c8b5fc7970595fc6119ed0f539,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂数据共享技术标准V1.11.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据共享技术标准V1.11.docx,140177,136.89 B,2024-11-08 01:15:36,false,86e0b4bc86a1b6cd6bf6a9f368ae2bb4,1f96c03f50c577afb3b0ea14501a3e068eff9da52c6e74764c72a0d3aedb437a,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂数据共享技术标准V1.12.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据共享技术标准V1.12.docx,58744,57.37 B,2024-12-05 09:57:24,false,09efe9dcce001b11205a97d60e7577f7,7972834113d2048e27bd5b2f5b55e4aca7685afbe8633a71a099f8f302f45a24,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂数据建模技术标准-V1.5.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据建模技术标准-V1.5.docx,425336,415.37 B,2024-11-08 01:15:36,false,a7067f340c02f7974180d3898d0e13ed,b454a510a6521c13fb8b642a053c32836af858303145dce04ec9426857fdacc6,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂数据建模技术标准-V1.6.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂数据建模技术标准-V1.6.docx,416584,406.82 B,2024-11-27 17:33:08,false,f3d8d083a1a77c85c1404cbff850ede7,7589a14a8bb883058cc6b11611c46c18e2226b7778aa509af553bfb3111da97b,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂系统数据入湖技术标准V1.11.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂系统数据入湖技术标准V1.11.docx,241912,236.24 B,2024-11-08 01:15:36,false,62c45a43eeedfb563eececa439d0b997,f3c06dbd32c962a8fa42cc11a1bd498f19347a003819b1360c4193f68687a6c8,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
长沙卷烟厂系统数据入湖技术标准V1.12.docx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据技术标准\长沙卷烟厂系统数据入湖技术标准V1.12.docx,56705,55.38 B,2024-11-29 14:51:36,false,f45cd12fcce07173cc08a62e63dac5ec,af0f64bf3815f8ae62a52bffc119075240b6b3a9be58cc31c0c476bce47841d3,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
数据标准规范对照清单-V1.1.xlsx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据标准规范对照清单-V1.1.xlsx,12745,12.45 B,2024-11-08 01:15:42,false,89d2f7bdae53ad348042998f602848d5,5faff380496028fd616175dfae53ae913e88aef0c6f77a290e0c971f04b0d3fb,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
数据模型管理流程.vsdx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据模型管理流程.vsdx,84411,82.43 B,2024-11-08 01:15:42,false,5b3f4a6c7b5262c8398972ee262c5f58,3b8e51958850127cb2ce75496d277c7054d234e706b6ca5b5f5793b49a22afaf,vsdx,application/vnd.ms-visio.drawing
7B9C.tmp.网信安全管理程序3.0(1).doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\7B9C.tmp.网信安全管理程序3.0(1).doc,114688,112.00 B,2024-12-09 09:17:57,false,83df1fa88444f618face1403e6219279,78a1b2707832c4a790412ba85c4af0c48afb160a961158561a0caf9f93d708d8,doc,application/msword
绘图1.vsdx,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\绘图1.vsdx,76436,74.64 B,2024-12-17 14:43:10,false,7fcdd2bd31cae527b0f9803437204244,b8502fe43492af471d06dd4e1fd4a389e8ec3fdc85064632c536427725bede42,vsdx,application/vnd.ms-visio.drawing
长沙卷烟厂数据入湖与共享管理程序细则V1.2.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据入湖与共享管理程序细则V1.2.doc,149707,146.20 B,2024-12-03 14:34:12,false,75342b3d7b3907625d3b675ef6095ff8,cf2c8b4f1aa1a68cd27b3cd8567aaf1ec7fd4fddd8c3e6b01ea4bd918780b24f,doc,application/msword
长沙卷烟厂数据入湖与共享管理程序细则V1.3.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据入湖与共享管理程序细则V1.3.doc,153029,149.44 B,2024-12-16 16:23:24,false,676be9c08b068af8b199408963bbcf2c,630da4ce4908bba9cd1ea53371b24039a1949ca925bff2b2be91bb53aab071b9,doc,application/msword
长沙卷烟厂数据入湖与共享管理程序细则V1.4.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据入湖与共享管理程序细则V1.4.doc,160675,156.91 B,2024-12-17 14:23:24,false,882dcfdf85be969ed64d83d3b45a2051,99a07a3abc004742b45a533474a96ff51ff459b50976818700540b429071a240,doc,application/msword
长沙卷烟厂数据安全管理程序V0.3.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据安全管理程序V0.3.doc,83685,81.72 B,2024-11-26 14:13:39,false,00622711625685126292f70710ad4478,8498cd99a3d9b4ca13afa5de070cfb2006fc7c8a7ce8b91e85f3f941713e5d0a,doc,application/msword
长沙卷烟厂数据安全管理程序V0.4.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据安全管理程序V0.4.doc,73060,71.35 B,2024-12-09 14:23:15,false,1ca5d2c11129d76c4c892534c4f8554b,9c1b6b2510bc1f7583b28f68fed7b421e47394174d1e229e59b3c784e20a97fc,doc,application/msword
长沙卷烟厂数据安全管理程序V0.5.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据安全管理程序V0.5.doc,83996,82.03 B,2024-12-09 16:31:36,false,5f9023aee4eda8e343e4599ffdc29641,1867e041f5d511e1a8d08dcf5da6187469ba6707eed1bcc84b358f399dfb41ff,doc,application/msword
长沙卷烟厂数据模型管理程序细则V1.3.doc,svn\长烟智能制造数据运营项目\05-实施阶段\03-标准规范\数据管理程序\长沙卷烟厂数据模型管理程序细则V1.3.doc,411763,402.11 B,2024-11-28 10:01:05,false,92d0641724c7e4685721d2bab8cbf221,8c69909ba0aff615d1743c72884868579717a526c7308c1627a009a5b602b163,doc,application/msword
